[绘夏！烈日？度假村！其三「惊遇！等待众人的将是…？」] 过场动画绘夏！烈日？度假村！其三 惊遇！等待众人的将是···？ （燧石余火） 过场动画
[绘夏！烈日？度假村！其三「惊遇！等待众人的将是…？」] 过场动画绘夏！烈日？度假村！其三 惊遇！等待众人的将是···？  （热舞狂欢） 过场动画
[绘夏！烈日？度假村！其四「收幕！将夏夜染作缤纷！」] 获得娜娜丝梨饼
[绘夏！烈日？度假村！其四「收幕！将夏夜染作缤纷！」] 和朋友们共度了一段愉快的时光…
[恢复如初，银瓶裹藏的故事] 完成机关前与众人对话
[恢复如初，银瓶裹藏的故事] 利用「先成图」修复核心轮縠后
[恢复如初，银瓶裹藏的故事] 与伊迪娅对话
[恢复如初，银瓶裹藏的故事] 恢复蜃境的运转
[恢复如初，银瓶裹藏的故事] 与众人交谈
[恢复如初，银瓶裹藏的故事] 前往核心轮縠的登亭处
[恢复如初，银瓶裹藏的故事] 登上核心轮縠的飞亭
[恢复如初，银瓶裹藏的故事] 乘坐飞亭前往核心轮縠的顶端
[恢复如初，银瓶裹藏的故事] 与可莉对话
[树屋剧场，烛影摇晃舞台] 等待到第二天早晨（8-12点）
[树屋剧场，烛影摇晃舞台] 与伊迪娅对话
[树屋剧场，烛影摇晃舞台] 稍作等待之后，和伊迪娅叫来的可莉、凯亚与珊瑚宫心海，一起出发前往最后的零件所在的地区…
[树屋剧场，烛影摇晃舞台] 前往最后的区域
[树屋剧场，烛影摇晃舞台] 与伊迪娅对话
[树屋剧场，烛影摇晃舞台] 前往「导演」的树屋
[树屋剧场，烛影摇晃舞台] 与「导演」对话
[树屋剧场，烛影摇晃舞台] 伊迪娅向佐西摩斯逐一介绍了大家，并道明了事情的缘由…
[树屋剧场，烛影摇晃舞台] 伊迪娅大张着嘴巴，眼看着佐西摩斯如呼啸的风暴一般奔到角落，抽出笔写起了剧本…
[树屋剧场，烛影摇晃舞台] 不知过了多久，佐西摩斯飞一般冲了回来，举着一叠剧本分发给大家…
[树屋剧场，烛影摇晃舞台] 不敢相信，这么短的时间里他真的完成了一份剧作。
[树屋剧场，烛影摇晃舞台] 在佐西摩斯殷切的注视下，众人阅读剧本，并听他讲解了后续演出计划…
[树屋剧场，烛影摇晃舞台] 前往中央的剧场
[树屋剧场，烛影摇晃舞台] 与佐西摩斯对话
[树屋剧场，烛影摇晃舞台] 前往阁楼
[树屋剧场，烛影摇晃舞台] 寻找总剧本
[树屋剧场，烛影摇晃舞台] 与佐西摩斯对话
[树屋剧场，烛影摇晃舞台] 进行演出
[树屋剧场，烛影摇晃舞台] 与演出完的众人交谈
[树屋剧场，烛影摇晃舞台] 第一次观看自己所写剧目的佐西摩斯捂着脸发出了轻轻的呜咽声，看得出，他因圆梦的幸福而湿润了眼眶。
[蜃境乐园大危机！: 清夏！乐园？大秘境！其二] 等待到第二天早晨（8-12点）
[蜃境乐园大危机！: 清夏！乐园？大秘境！其二] 与伊迪娅对话
[蜃境乐园大危机！: 清夏！乐园？大秘境！其二] 前往北边的密林
[蜃境乐园大危机！: 清夏！乐园？大秘境！其二] 继续前往北边的密林
[蜃境乐园大危机！: 清夏！乐园？大秘境！其二] 与须弥学者对话
[蜃境乐园大危机！: 清夏！乐园？大秘境！其二] 进入游园会深处
[蜃境乐园大危机！: 清夏！乐园？大秘境！其二] 进入大帐篷
[蜃境乐园大危机！: 清夏！乐园？大秘境！其二] 与众人交谈
[蜃境乐园大危机！: 清夏！乐园？大秘境！其二] 解锁并升起「晶灯」
[蜃境乐园大危机！: 清夏！乐园？大秘境！其二] 前往大帐篷的第二层
[蜃境乐园大危机！: 清夏！乐园？大秘境！其二] 解锁并升起「晶灯」
[蜃境乐园大危机！: 清夏！乐园？大秘境！其二] 前往大帐篷的第三层
[蜃境乐园大危机！: 清夏！乐园？大秘境！其二] 升起「晶灯」
[蜃境乐园大危机！: 清夏！乐园？大秘境！其二] 点亮「游园会」的灯火
[蜃境乐园大危机！: 清夏！乐园？大秘境！其二] 与伊迪娅对话
[蜃境乐园大危机！: 清夏！乐园？大秘境！其二] 返回银瓶庭院
[蜃境乐园大危机！: 清夏！乐园？大秘境！其二] 向珊瑚宫心海讲述了在「游园会」发生的事…
[疾速观览，切记行车规范——清夏！乐园？大秘境！其一] 前往可莉所说的峡谷
[疾速观览，切记行车规范——清夏！乐园？大秘境！其一] 与费迪南德对话
[疾速观览，切记行车规范——清夏！乐园？大秘境！其一] （向费迪南德进行了说明，并作了自我介绍…）
[疾速观览，切记行车规范——清夏！乐园？大秘境！其一] 乘坐轨道车前进
[疾速观览，切记行车规范——清夏！乐园？大秘境！其一] 与众人交谈
[疾速观览，切记行车规范——清夏！乐园？大秘境！其一] 从「先成图」中救出水形幻灵
[疾速观览，切记行车规范——清夏！乐园？大秘境！其一] 乘坐「呼呼飞车」前进
[疾速观览，切记行车规范——清夏！乐园？大秘境！其一] 继续乘坐「呼呼飞车」前进
[疾速观览，切记行车规范——清夏！乐园？大秘境！其一] 前往轨道的枢纽
[疾速观览，切记行车规范——清夏！乐园？大秘境！其一] 乘坐飞车前往寻找杰洛尼
[疾速观览，切记行车规范——清夏！乐园？大秘境！其一] 与杰洛尼对话
[疾速观览，切记行车规范——清夏！乐园？大秘境！其一] （向杰洛尼说明了现状…）
[疾速观览，切记行车规范——清夏！乐园？大秘境！其一] 利用枢纽切换轨道
[疾速观览，切记行车规范——清夏！乐园？大秘境！其一] 乘坐呼呼飞车前往「激流轨道」
[疾速观览，切记行车规范——清夏！乐园？大秘境！其一] 与哈多对话
[疾速观览，切记行车规范——清夏！乐园？大秘境！其一] 乘坐飞车前去激活轨道
[疾速观览，切记行车规范——清夏！乐园？大秘境！其一] 激活「激流轨道」
[疾速观览，切记行车规范——清夏！乐园？大秘境！其一] 回到「激流轨道」的站台
[疾速观览，切记行车规范——清夏！乐园？大秘境！其一] 坐上「呼呼飞车」
[疾速观览，切记行车规范——清夏！乐园？大秘境！其一] 乘坐「激流轨道」
[疾速观览，切记行车规范——清夏！乐园？大秘境！其一] 与众人交谈
[疾速观览，切记行车规范——清夏！乐园？大秘境！其一] 返回银瓶庭院
[疾速观览，切记行车规范——清夏！乐园？大秘境！其一] 与伊迪娅对话
[琉璃秘境，小中见大——清夏！乐园？大秘境！其一] 向前探索秘境
[琉璃秘境，小中见大——清夏！乐园？大秘境！其一] 查看奇怪的装置
[琉璃秘境，小中见大——清夏！乐园？大秘境！其一] 跟随「小水珠」
[琉璃秘境，小中见大——清夏！乐园？大秘境！其一] 跟随「小水珠」
[琉璃秘境，小中见大——清夏！乐园？大秘境！其一] 与「小水珠」对话
[琉璃秘境，小中见大——清夏！乐园？大秘境！其一] 进入石壁解救「小水珠」的朋友
[琉璃秘境，小中见大——清夏！乐园？大秘境！其一] 与「小水珠」对话
[琉璃秘境，小中见大——清夏！乐园？大秘境！其一] 跟随「小水珠」
[琉璃秘境，小中见大——清夏！乐园？大秘境！其一] 前往秘境中心的小镇
[琉璃秘境，小中见大——清夏！乐园？大秘境！其一] 与众人交谈
[琉璃秘境，小中见大——清夏！乐园？大秘境！其一] 与众人交谈
[琉璃秘境，小中见大——清夏！乐园？大秘境！其一] 与众人交谈
[琉璃秘境，小中见大——清夏！乐园？大秘境！其一] 与伊迪娅对话
[琉璃秘境，小中见大——清夏！乐园？大秘境！其一] 前往第一个零件处
[琉璃秘境，小中见大——清夏！乐园？大秘境！其一] 继续前往第一个零件处
[琉璃秘境，小中见大——清夏！乐园？大秘境！其一] 进入「先成图」取得零件
[琉璃秘境，小中见大——清夏！乐园？大秘境！其一] 与伊迪娅对话
[琉璃秘境，小中见大——清夏！乐园？大秘境！其一] 返回银瓶庭院
[琉璃秘境，小中见大——清夏！乐园？大秘境！其一] 与珊瑚宫心海对话
[琉璃秘境，小中见大——清夏！乐园？大秘境！其一] （向心海说明了遇到「小水珠」后发生的事…）
[神秘信函，从天而降——清夏！乐园？大秘境！其一] 似乎琴团长有什么事想要寻求协助，那就去西风骑士团看看究竟是什么事吧！
[神秘信函，从天而降——清夏！乐园？大秘境！其一] 前往西风骑士团
[神秘信函，从天而降——清夏！乐园？大秘境！其一] 与骑士团众人交谈
[神秘信函，从天而降——清夏！乐园？大秘境！其一] 与众人交谈
[神秘信函，从天而降——清夏！乐园？大秘境！其一] 前往化城郭
[神秘信函，从天而降——清夏！乐园？大秘境！其一] 与柯莱、优菈交谈
[神秘信函，从天而降——清夏！乐园？大秘境！其一] （向优菈和柯莱说明了来意…）
[神秘信函，从天而降——清夏！乐园？大秘境！其一] （可莉拿出了「神奇邀请函」，大家一起读出了上面的目的地——）
[神秘信函，从天而降——清夏！乐园？大秘境！其一] 寻找秘境的入口
[神秘信函，从天而降——清夏！乐园？大秘境！其一] （众人分头寻找，可惜找了许久还是没有头绪。）
[神秘信函，从天而降——清夏！乐园？大秘境！其一] 向前探索秘境
[邀约事件·卡维 第一幕「苦与幸的钟摆」] 〓路线攻略〓
[邀约事件·卡维 第一幕「苦与幸的钟摆」] End1 未来蓝图
[邀约事件·卡维 第一幕「苦与幸的钟摆」] 将对未来的期许赠予别人，现在的辛苦不值一提。
[邀约事件·卡维 第一幕「苦与幸的钟摆」] End2 契约达成
[邀约事件·卡维 第一幕「苦与幸的钟摆」] 等会儿…一定要吃回本才行！
[邀约事件·卡维 第一幕「苦与幸的钟摆」] End3 闲时小聚
[邀约事件·卡维 第一幕「苦与幸的钟摆」] 「去积累一些开心与感动…以此来应对漫长的岁月。」
[邀约事件·卡维 第一幕「苦与幸的钟摆」] End4 群星之下
[邀约事件·卡维 第一幕「苦与幸的钟摆」] 我的痛苦终有一日会随瞬息而逝的人生一同消散，唯有作品长留于世。
[邀约事件·卡维 第一幕「苦与幸的钟摆」] End5 第一堂课
[邀约事件·卡维 第一幕「苦与幸的钟摆」] 那是你心中最好的建筑，也是独属于你的避风港。
[悬壶之章 第一幕「医心」] 不卜庐门前，似乎正有人前来求助…
[悬壶之章 第一幕「医心」] 阿雩向白术说明了父亲的情况…
[悬壶之章 第一幕「医心」] 在距离你们不远的地方，一位神色茫然的男子正在向悬崖尽头走去…
[悬壶之章 第一幕「医心」] 一行人回到不卜庐内室…
[悬壶之章 第一幕「医心」] 离开不卜庐
[悬壶之章 第一幕「医心」] 嘉良身上所中之毒，似乎另有隐情…
[悬壶之章 第一幕「医心」] 将事情经过告知于魈…
[悬壶之章 第一幕「医心」] 白术和长生走出了内室…
[悬壶之章 第一幕「医心」] 毒与药的界限已经模糊，生与死的边界也在动摇…问世间何处能求万全之方？
[悬壶之章 第一幕「医心」] 与嘉良等人对话
[悬壶之章 第一幕「医心」] 你们一同击退了魔物。
[悬壶之章 第一幕「医心」] 随着「本体」的消散，一度被毒物压制的病痛与记忆一同涌入嘉良的心中…
[悬壶之章 第一幕「医心」] 黑暗中响起模糊的声音
[悬壶之章 第一幕「医心」] 嘉良在不卜庐内室醒转，身上贴满了符箓…
[悬壶之章 第一幕「医心」] 剧情PV-「长生」
[决斗！召唤之巅！ 第四回合「幕收！欢谈如梦」] 真相大白！一段云谲波诡的旅途！没想到在卡牌之中，还有着这样的宝藏...
[决斗！召唤之巅！ 第四回合「幕收！欢谈如梦」] 等到第二天白天（8-10点）
[决斗！召唤之巅！ 第四回合「幕收！欢谈如梦」] 前往喀万驿调查「怪盗」的真相
[决斗！召唤之巅！ 第四回合「幕收！欢谈如梦」] 一段时间过后…
[决斗！召唤之巅！ 第四回合「幕收！欢谈如梦」] 与绮良良共同前往收货地址
[决斗！召唤之巅！ 第四回合「幕收！欢谈如梦」] 寻找隐蔽处
[决斗！召唤之巅！ 第四回合「幕收！欢谈如梦」] 在岩石后等了一会儿…
[决斗！召唤之巅！ 第四回合「幕收！欢谈如梦」] 击退敌人
[决斗！召唤之巅！ 第四回合「幕收！欢谈如梦」] 与收货人对话
[决斗！召唤之巅！ 第四回合「幕收！欢谈如梦」] 在喀万驿与赛诺对话
[决斗！召唤之巅！ 第四回合「幕收！欢谈如梦」] 随赛诺回到了喀万驿不久后…
[决斗！召唤之巅！ 第四回合「幕收！欢谈如梦」] 前往维摩庄，寄送快递
[决斗！召唤之巅！ 第四回合「幕收！欢谈如梦」] 向扎蒂斯打听学者的下落
[决斗！召唤之巅！ 第四回合「幕收！欢谈如梦」] 向阿莲佐打听学者的下落
[决斗！召唤之巅！ 第四回合「幕收！欢谈如梦」] 向村长打听学者的下落
[决斗！召唤之巅！ 第四回合「幕收！欢谈如梦」] 前往小屋，与伽吠毗陀对话
[决斗！召唤之巅！ 第四回合「幕收！欢谈如梦」] 剧情PV-「牌中秘宝」
[决斗！召唤之巅！ 第四回合「幕收！欢谈如梦」] 与伽吠毗陀进行了一局愉快的决斗…
[决斗！召唤之巅！ 第四回合「幕收！欢谈如梦」] 同众人告别
[决斗！召唤之巅！ 第三回合「牌出！旧怨弭散」] 世纪之战！决赛桌前雷雨翻腾，古今纷争于此作结！
[决斗！召唤之巅！ 第三回合「牌出！旧怨弭散」] 等到第二天白天（8-10点）
[决斗！召唤之巅！ 第三回合「牌出！旧怨弭散」] 前往离岛调查「怪盗」的线索
[决斗！召唤之巅！ 第三回合「牌出！旧怨弭散」] 在离岛寻找线索
[决斗！召唤之巅！ 第三回合「牌出！旧怨弭散」] 前往离岛比赛会场，寻找珊瑚宫心海
[决斗！召唤之巅！ 第三回合「牌出！旧怨弭散」] 与一斗对话
[决斗！召唤之巅！ 第三回合「牌出！旧怨弭散」] 与一斗进行「七圣召唤」对局
[决斗！召唤之巅！ 第三回合「牌出！旧怨弭散」] 与一斗对话
[决斗！召唤之巅！ 第三回合「牌出！旧怨弭散」] 向九条裟罗打听珊瑚宫心海的去向
[决斗！召唤之巅！ 第三回合「牌出！旧怨弭散」] 寻找珊瑚宫心海
[决斗！召唤之巅！ 第三回合「牌出！旧怨弭散」] 返回离岛比赛会场，观看决赛
[决斗！召唤之巅！ 第三回合「牌出！旧怨弭散」] 与绮良良对话
[决斗！召唤之巅！ 第三回合「牌出！旧怨弭散」] 向心海讲述了这几天的所见所闻…
[决斗！召唤之巅！ 第三回合「牌出！旧怨弭散」] 双方你来我往，对局分外焦灼…
[决斗！召唤之巅！ 第三回合「牌出！旧怨弭散」] 在珊瑚宫心海的帮助下进行推理
[决斗！召唤之巅！ 第二回合「骰落！新朋满座」] 惊天一掷！璃月赛区风云迭起！然而，幕后的谜团却愈行愈奇...
[决斗！召唤之巅！ 第二回合「骰落！新朋满座」] 等到第二天白天（8-10点）
[决斗！召唤之巅！ 第二回合「骰落！新朋满座」] 前往璃月港调查「怪盗」的线索
[决斗！召唤之巅！ 第二回合「骰落！新朋满座」] 前往璃月码头打听消息
[决斗！召唤之巅！ 第二回合「骰落！新朋满座」] 向码头周围的人打听消息
[决斗！召唤之巅！ 第二回合「骰落！新朋满座」] 与枫原万叶对话
[决斗！召唤之巅！ 第二回合「骰落！新朋满座」] 将最近发生的事告诉了万叶...
[决斗！召唤之巅！ 第二回合「骰落！新朋满座」] 向快递员少女打招呼
[决斗！召唤之巅！ 第二回合「骰落！新朋满座」] 为绮良良带路，前往往生堂
[决斗！召唤之巅！ 第二回合「骰落！新朋满座」] 派蒙向万叶解释了「七圣召唤」的规则...
[决斗！召唤之巅！ 第二回合「骰落！新朋满座」] 二人进行了一场激烈的对局...
